title,price,sid,linkwithprice,desc,categoryId,productid
Viessmann Vitodens 222-W (13 kW),2857.6,9701,/preisvergleich/Relocate/475430102.html?categoryId=18406&pos=1&price=2857.6&productid=4677123&sid=9701&type=offer,",",18406,4677123
Viessmann Vitodens 222-W (13 kW),2885.8,294528,/preisvergleich/Relocate/559969174.html?categoryId=18406&pos=2&price=2885.8&productid=4677123&sid=294528&type=offer,"Vi­to­dens 222-W 13 kW mit Vi­to­tro­nic 100 HC1B, hoch­ef­fi­zi­ent",18406,4677123
Viessmann Vitodens 222-W (13 kW),2934.94,9701,/preisvergleich/Relocate/513493664.html?categoryId=18406&pos=3&price=2934.94&productid=4677123&sid=9701&type=offer,",",18406,4677123
Viessmann Vitodens 222-W (13 kW),3008.99,276812,/preisvergleich/Relocate/513353429.html?categoryId=18406&pos=4&price=3008.99&productid=4677123&sid=276812&type=offer,"Viess­mann Vi­to­dens 222-W mit Vi­to­tro­nic 100 3,2 - 13,0 kW",18406,4677123
Viessmann Vitodens 222-W (13 kW),3232.99,276812,/preisvergleich/Relocate/513353126.html?categoryId=18406&pos=5&price=3232.99&productid=4677123&sid=276812&type=offer,"Viess­mann Vi­to­dens 222-W mit Vi­to­tro­nic 200 3,2 - 13,0 kW",18406,4677123
Viessmann Vitodens 200-W (13 kW),1631.28,293331,/preisvergleich/Relocate/585082438.html?categoryId=18406&pos=1&price=1631.28&productid=3664000&sid=293331&type=offer,"Viess­mann Vi­to­dens 200-W 13 kW Gas-Brenn­wert­heiz­ge­rät Gas­hei­zung Gasther­me B2HA001",18406,3664000
Viessmann Vitodens 222-F (13 kW),2690.0,289859,/preisvergleich/Relocate/481825971.html?categoryId=18406&pos=1&price=2690.0&productid=3131289&sid=289859&type=offer,"Viess­mann Vi­to­dens 222-F Kom­pakt-Brenn­wert­ther­me, 13 kW, VT100, HE ohne Ab­gas­pa­ket, ohne An­schluss-Set Viess­mann",18406,3131289
Viessmann Vitodens 222-W (13 kW),3454.99,276812,/preisvergleich/Relocate/513353032.html?categoryId=18406&pos=6&price=3454.99&productid=4677123&sid=276812&type=offer,"Vi­to­tro­nic 200 HO1B, Mon­ta­ge­hil­fe AP",18406,4677123
Viessmann Vitodens 200-W (13 kW),1715.0,289859,/preisvergleich/Relocate/481777811.html?categoryId=18406&pos=2&price=1715.0&productid=3664000&sid=289859&type=offer,"Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 13 kW, VT100, HE ohne Ab­gas­pa­ket, ohne, ohne Viess­mann",18406,3664000
Viessmann Vitodens 222-F (13 kW),2745.0,9701,/preisvergleich/Relocate/366564113.html?categoryId=18406&pos=2&price=2745.0&productid=3131289&sid=9701&type=offer,",",18406,3131289
Viessmann Vitodens 200-W (13 kW),1760.0,9701,/preisvergleich/Relocate/440781167.html?categoryId=18406&pos=3&price=1760.0&productid=3664000&sid=9701&type=offer,",",18406,3664000
Viessmann Vitodens 222-F (13 kW),2800.0,9701,/preisvergleich/Relocate/475430046.html?categoryId=18406&pos=3&price=2800.0&productid=3131289&sid=9701&type=offer,",",18406,3131289
Viessmann Vitodens 200-W (13 kW),1769.0,9701,/preisvergleich/Relocate/362636046.html?categoryId=18406&pos=4&price=1769.0&productid=3664000&sid=9701&type=offer,",",18406,3664000
Viessmann Vitodens 222-F (13 kW),2827.34,294528,/preisvergleich/Relocate/559986562.html?categoryId=18406&pos=4&price=2827.34&productid=3131289&sid=294528&type=offer,"Vi­to­dens 222-F 13 kW mit Vi­to­tro­nic 100 HC1B, hoch­ef­fi­zi­ent",18406,3131289
Viessmann Vitodens 200-W (13 kW),1799.76,297223,/preisvergleich/Relocate/503493983.html?categoryId=18406&pos=5&price=1799.76&productid=3664000&sid=297223&type=offer,"VIESS­MANN B2HA001 B2HA001 Vi­to­dens 200-W Gas-Brenn­wert-Wand­ge­rät 3,2-13, 0 kW mit Vi­to­tro­nic 100",18406,3664000
Viessmann Vitodens 222-F (13 kW),2873.62,276812,/preisvergleich/Relocate/436314809.html?categoryId=18406&pos=5&price=2873.62&productid=3131289&sid=276812&type=offer,"Viess­mann Paket Vi­to­dens 222-F 13 kW Vi­to­tro­nic",18406,3131289
Viessmann Vitodens 200-W (13 kW),1822.69,293331,/preisvergleich/Relocate/585082312.html?categoryId=18406&pos=6&price=1822.69&productid=3664000&sid=293331&type=offer,"Viess­mann Vi­to­dens 200-W 13 kW Gas-Brenn­wert-Ther­me Brenn­wert­hei­zung Gasther­me B2HA003",18406,3664000
Viessmann Vitodens 222-F (13 kW),2873.62,276812,/preisvergleich/Relocate/436315101.html?categoryId=18406&pos=6&price=2873.62&productid=3131289&sid=276812&type=offer,"Viess­mann Paket Vi­to­dens 222-F 13 kW Vi­to­tro­nic",18406,3131289
Viessmann Vitodens 200-W (13 kW),1828.7,297223,/preisvergleich/Relocate/503498734.html?categoryId=18406&pos=7&price=1828.7&productid=3664000&sid=297223&type=offer,"VIESS­MANN B2HA003 B2HA003 Vi­to­dens 200-W Gas-Brenn­wert-Wand­ge­rät 3,2-13, 0 kW mit Vi­to­tro­nic 200",18406,3664000
