title,price,header,kw,sid,linkwithprice,productid,categoryId,desc
Viessmann Vitogas 200-F (15 kW),1563.66, Viessmann Vitogas 200-F (15 kW), 21 ,297223,/preisvergleich/Relocate/588971887.html?categoryId=18406&pos=6&price=1563.66&productid=1321165&sid=297223&type=offer,1321165,18406, VIESS­MANN GS21300 Vi­to­gas 200-F 15 kW mit Vi­to­tro­nic 100(KC4B) für Erdgas LL
Viessmann Vitogas 200-F Erdgas E/H (29 kW),2325.0, Viessmann Vitogas 200-F Erdgas E/H (29 kW), 18 ,223861,/preisvergleich/Relocate/346311768.html?categoryId=18406&pos=8&price=2325.0&productid=3942600&sid=223861&type=offer,3942600,18406, Viess­mann Gas-Nie­der­tem­pe­ra­tur-Kes­sel Vi­to­gas 200-F 29 kW mit Re­ge­lung
"Viessmann Vitorondens 200-T (28,9 kW)",5243.99," Viessmann Vitorondens 200-T (28,9 kW)", 22 ,276812,/preisvergleich/Relocate/427057867.html?categoryId=18406&pos=12&price=5243.99&productid=2835997&sid=276812&type=offer,2835997,18406," Paket Vi­to­ron­dens 200-T,Vi­to­tro­nic 200, Spei­cher 28,9 kW, 160 Liter rechts"
Viessmann Vitogas 200-F (22 kW),1687.72, Viessmann Vitogas 200-F (22 kW), 15 ,297223,/preisvergleich/Relocate/588971795.html?categoryId=18406&pos=8&price=1687.72&productid=1321262&sid=297223&type=offer,1321262,18406, VIESS­MANN GS21302 Vi­to­gas 200-F 22 kW mit Vi­to­tro­nic 100(KC4B) für Erdgas LL
"Viessmann Vitorondens 200-T (20,2 kW)",4869.99," Viessmann Vitorondens 200-T (20,2 kW)"," 24,6 ",294528,/preisvergleich/Relocate/559967016.html?categoryId=18406&pos=14&price=4869.99&productid=2835975&sid=294528&type=offer,2835975,18406," Öl Brenn­wert­kes­sel Vi­to­ron­dens 200-T 20,2 KW Vi­to­tro­nic 200 mit Spei­cher ne­ben­ge­stellt 160l"
"Viessmann Vitorondens 200-T (24,6 kW)",5200.99," Viessmann Vitorondens 200-T (24,6 kW)", 22 ,276812,/preisvergleich/Relocate/427057880.html?categoryId=18406&pos=14&price=5200.99&productid=2835996&sid=276812&type=offer,2835996,18406," Paket Vi­to­ron­dens 200-T,Vi­to­tro­nic 200, Spei­cher 24,6 kW, 200 Liter links"
Viessmann Vitogas 200-F Erdgas L/LL (22 kW),1275.38, Viessmann Vitogas 200-F Erdgas L/LL (22 kW), 25 ,297223,/preisvergleich/Relocate/588971769.html?categoryId=18406&pos=2&price=1275.38&productid=3942591&sid=297223&type=offer,3942591,18406, VIESS­MANN GS21338 Vi­to­gas 200-F 22 kW für Erdgas LL
Viessmann Vitogas 200-F Erdgas E/H (42 kW),1892.0, Viessmann Vitogas 200-F Erdgas E/H (42 kW)," 27,7 ",9701,/preisvergleich/Relocate/444602510.html?categoryId=18406&pos=1&price=1892.0&productid=3942614&sid=9701&type=offer,3942614,18406, 
Wolf ComfortLine CHK,1089.3, Wolf ComfortLine CHK, 63 ,276812,/preisvergleich/Relocate/535650648.html?categoryId=18406&pos=2&price=1089.3&productid=3171594&sid=276812&type=offer,3171594,18406, Wolf Com­fort­Li­ne Öl-/Gas-Heiz­kes­sel Wolf Com­fort­Li
Wolf ComfortLine CHU 22,3078.05, Wolf ComfortLine CHU 22, 20 ,276812,/preisvergleich/Relocate/535650658.html?categoryId=18406&pos=2&price=3078.05&productid=3153337&sid=276812&type=offer,3153337,18406, Wolf Paket Guss­heiz­kes­sel CHU-22 Premio Wolf Paket
Viessmann Vitogas 200-F Erdgas L/LL (48 kW),2740.0, Viessmann Vitogas 200-F Erdgas L/LL (48 kW), 22 ,9701,/preisvergleich/Relocate/444298727.html?categoryId=18406&pos=3&price=2740.0&productid=3942581&sid=9701&type=offer,3942581,18406, 
Junkers Cerapur Comfort-Eco ZSBE 28-3 A 23 Erdgas E/H (28 kW),2160.0, Junkers Cerapur Comfort-Eco ZSBE 28-3 A 23 Erdgas E/H (28 kW), 24 ,289859,/preisvergleich/Relocate/481804868.html?categoryId=18406&pos=3&price=2160.0&productid=3711720&sid=289859&type=offer,3711720,18406," Jun­kers Ce­ra­pur­Com­fort-Eco ZSBE 28-3 A 23 Brenn­wert­ther­me 28 kW, E/H Mon­ta­ge­plat­te 994, ohne Re­ge­lung, ohne Spei­cher, ohne Ab­gas­pa­ket Jun­kers"
Viessmann Vitogas 200-F (42 kW),1909.95, Viessmann Vitogas 200-F (42 kW), 85 ,297223,/preisvergleich/Relocate/588971798.html?categoryId=18406&pos=4&price=1909.95&productid=1321276&sid=297223&type=offer,1321276,18406, VIESS­MANN GS21341 Vi­to­gas 200-F 42 kW für Erdgas LL
Viessmann Vitopend 200-W (24 kW),2291.94, Viessmann Vitopend 200-W (24 kW), 17 ,297223,/preisvergleich/Relocate/436146561.html?categoryId=18406&pos=6&price=2291.94&productid=2734161&sid=297223&type=offer,2734161,18406," VIESS­MANN WH2B136 Vi­to­pend 200-W für Flüs­sig­gas, 10,5-24 kW, Gas-Um­lauf., Vi­to­tro­nic 200"
Viessmann Vitogas 200-F (29 kW),1854.62, Viessmann Vitogas 200-F (29 kW)," 28,9 ",297223,/preisvergleich/Relocate/588971743.html?categoryId=18406&pos=8&price=1854.62&productid=1321263&sid=297223&type=offer,1321263,18406, VIESS­MANN GS21294 Vi­to­gas 200-F 29 kW mit Vi­to­tro­nic 100(KC4B) für Erdgas E
Viessmann Vitogas 200-F (15 kW),1563.66, Viessmann Vitogas 200-F (15 kW), 21 ,297223,/preisvergleich/Relocate/588971772.html?categoryId=18406&pos=7&price=1563.66&productid=1321165&sid=297223&type=offer,1321165,18406, VIESS­MANN GS21291 Vi­to­gas 200-F 15 kW mit Vi­to­tro­nic 100(KC4B) für Erdgas E
Viessmann Vitogas 200-F Erdgas E/H (29 kW),2371.37, Viessmann Vitogas 200-F Erdgas E/H (29 kW), 18 ,297223,/preisvergleich/Relocate/436146711.html?categoryId=18406&pos=9&price=2371.37&productid=3942600&sid=297223&type=offer,3942600,18406, VIESS­MANN GS21312 Vi­to­gas 200-F 29 kW mit Vi­to­tro­nic 200(KO2B) für Erdgas E
"Viessmann Vitorondens 200-T (28,9 kW)",5263.99," Viessmann Vitorondens 200-T (28,9 kW)", 22 ,276812,/preisvergleich/Relocate/427057849.html?categoryId=18406&pos=13&price=5263.99&productid=2835997&sid=276812&type=offer,2835997,18406," Paket Vi­to­ron­dens 200-T,Vi­to­tro­nic 200, Spei­cher 28,9 kW, 200 Liter rechts"
Viessmann Vitogas 200-F (22 kW),1939.9, Viessmann Vitogas 200-F (22 kW), 15 ,294528,/preisvergleich/Relocate/559986536.html?categoryId=18406&pos=9&price=1939.9&productid=1321262&sid=294528&type=offer,1321262,18406, VIESS­MANN Vi­to­gas 200-F - 22 kW mit Vi­to­tro­nic 200(KO2B) für Erdgas E
"Viessmann Vitorondens 200-T (20,2 kW)",5118.99," Viessmann Vitorondens 200-T (20,2 kW)"," 24,6 ",276812,/preisvergleich/Relocate/427057883.html?categoryId=18406&pos=15&price=5118.99&productid=2835975&sid=276812&type=offer,2835975,18406," Paket Vi­to­ron­dens 200-T,Vi­to­tro­nic 200, Spei­cher 20,2 kW, 160 Liter rechts"
"Viessmann Vitorondens 200-T (24,6 kW)",5200.99," Viessmann Vitorondens 200-T (24,6 kW)", 22 ,276812,/preisvergleich/Relocate/427057868.html?categoryId=18406&pos=15&price=5200.99&productid=2835996&sid=276812&type=offer,2835996,18406," Paket Vi­to­ron­dens 200-T,Vi­to­tro­nic 200, Spei­cher 24,6 kW, 200 Liter rechts"
Buderus Logano G125 Eco-28,1372.0, Buderus Logano G125 Eco-28, 48 ,9701,/preisvergleich/Relocate/580093556.html?categoryId=18406&pos=1&price=1372.0&productid=1221495&sid=9701&type=offer,1221495,18406, 
Viessmann Vitola 200 (33 kW),1436.85, Viessmann Vitola 200 (33 kW), 42 ,9701,/preisvergleich/Relocate/558061745.html?categoryId=18406&pos=1&price=1436.85&productid=1238950&sid=9701&type=offer,1238950,18406, 
Viessmann Vitogas 200-F Erdgas L/LL (22 kW),1687.72, Viessmann Vitogas 200-F Erdgas L/LL (22 kW), 25 ,297223,/preisvergleich/Relocate/588971795.html?categoryId=18406&pos=3&price=1687.72&productid=3942591&sid=297223&type=offer,3942591,18406, VIESS­MANN GS21302 Vi­to­gas 200-F 22 kW mit Vi­to­tro­nic 100(KC4B) für Erdgas LL
Viessmann Vitogas 200-F Erdgas E/H (42 kW),1909.95, Viessmann Vitogas 200-F Erdgas E/H (42 kW)," 27,7 ",297223,/preisvergleich/Relocate/588971855.html?categoryId=18406&pos=2&price=1909.95&productid=3942614&sid=297223&type=offer,3942614,18406, VIESS­MANN GS21332 Vi­to­gas 200-F 42 kW für Erdgas E
Wolf ComfortLine CHK,1228.44, Wolf ComfortLine CHK, 63 ,276812,/preisvergleich/Relocate/535650599.html?categoryId=18406&pos=3&price=1228.44&productid=3171594&sid=276812&type=offer,3171594,18406, Wolf Com­fort­Li­ne Öl-/Gas-Heiz­kes­sel Wolf Com­fort­Li
